gene	universe_source	reconstruction_status
PMEPA1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
PODXL	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
POSTN	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
PPARD	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
PRDX1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
PRDX4	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
PRELP	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
PREX2	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
PRKG1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
PSAP	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
PTMA	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
PTPRB	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
PTPRC	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
PTPRG	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
PTPRK	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
PTPRM	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
RAMP2	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
RAPGEF1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
RAPGEF5	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
RBM38	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
RBM47	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
RBMS3	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
RGCC	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
RGS1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
RGS2	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
RGS5	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
RIPOR2	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
RNASE1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
RNASET2	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
RNF144B	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
RNF149	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
RUNX3	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
S100A1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
S100A13	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
S100A4	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
S100A6	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
S100A8	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
S100A9	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SAMD3	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SAMHD1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SAT1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SDC4	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SDCBP	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SELENOP	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SELL	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SEMA5A	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SERF2	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SERPINA1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SERPIND1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SERPINH1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SGK1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SH3BGRL3	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SIPA1L1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SKAP1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SLC16A10	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SLC1A3	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SLC25A37	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SLC25A39	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SLC40A1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SLC4A1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SLCO2B1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SNCA	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SORT1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SOX5	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SPARC	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SPOCK1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SPP1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SRGN	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
ST6GALNAC3	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
STAB1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
STAT4	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
STK17B	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
STRADB	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SULF1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SYNE2	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
SYTL3	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TAGLN	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TBX2	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TCF4	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TCIM	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
THBS2	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
THY1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TIMP1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TINAGL1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TM4SF1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TM4SF18	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TMSB10	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TNR	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TPI1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TPM1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TPM2	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TPT1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TRAC	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TRBC2	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TREM2	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TRIM58	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TSC22D1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
TYROBP	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
UACA	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
UBASH3B	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
UBB	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
UCHL1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
VAMP8	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
VCAN	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
VIM	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
VSIG4	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
VTN	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
VWF	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
WWTR1	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
YBX3	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
ZBTB20	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
ZNF331	results/ranking/primary_rank_average_ties.csv	reconstructed_from_archived_primary_ranking
